cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	Concepticon_Gloss	Concepticon_ID	concept_url
the Salang-Sigule list	546	fachi	NA	padi	unhusked rice	padi	454	456	-	FALSE										UNHUSKED RICE	2749	https://concepticon.clld.org/parameters/2749
the Salang-Sigule list	547	sangkadoe fachi	NA	halm	stalk	tangkai padi, batang padi	455	457	346	FALSE										PLANT STEM	2628	https://concepticon.clld.org/parameters/2628
the Salang-Sigule list	549	leheu fachi	NA	rijstschuur, padischuur	rice barn	lumbung beras, lumbung padi	279	281	348	FALSE										GRANARY	3657	https://concepticon.clld.org/parameters/3657
the Salang-Sigule list	550	leu-oe	NA	rijstblok	rice pounder, mortar	lesung	338	339	349	FALSE										MORTAR	224	https://concepticon.clld.org/parameters/224
the Salang-Sigule list	551	alau	NA	stamper	pounder	alu	338	339	350	FALSE										GRINDSTONE	2459	https://concepticon.clld.org/parameters/2459
the Salang-Sigule list	555	achiliengan	9	malen	to grind	menggiling	339	342	354	FALSE							to grind between stones			GRIND	1033	https://concepticon.clld.org/parameters/1033
the Salang-Sigule list	561	binò binò	NA	pap	porridge	bubur	340	343	-	FALSE										CONGEE	2049	https://concepticon.clld.org/parameters/2049
the Salang-Sigule list	562	lada naséh	NA	peper (zwarte)	black pepper	lada hitam	342	344	-	FALSE										PEPPER	1385	https://concepticon.clld.org/parameters/1385
the Salang-Sigule list	563	ajoe	NA	zout (subst.)	salt	garam	343	345	360	TRUE										SALT	1274	https://concepticon.clld.org/parameters/1274
the Salang-Sigule list	565	gailoeng	NA	sarong	sarong	sarung	415	418	369	FALSE										SARONG	2413	https://concepticon.clld.org/parameters/2413
the Salang-Sigule list	567	aloendoeng	NA	broek	trousers	celana	416	419	371	FALSE										TROUSERS	809	https://concepticon.clld.org/parameters/809
the Salang-Sigule list	569/570	badoe	NA	baadje <unsp.>	jacket (for women) [ID_569]; jacket (for men) [ID_570]	baju perempuan [ID_569]; baju laki-laki [ID_570]	-	420	372	FALSE										NA	NA	NA
the Salang-Sigule list	571/572	badahè	NA	hoofddoek <unsp.>	head cloth (for women) [ID_571]; head cloth (for men) [ID_572]	ikat kepala perempuan [ID_571]; ikat kepala laki-laki [ID_572]	-	421	373	FALSE										NA	NA	NA
the Salang-Sigule list	573	oechoe	NA	kam	comb	sisir	418	422	374	FALSE										COMB	1475	https://concepticon.clld.org/parameters/1475
the Salang-Sigule list	576	bònda	NA	ring	ring	cincin	419	423	-	FALSE										RING	1374	https://concepticon.clld.org/parameters/1374
the Salang-Sigule list	577/578	beubeudaloe	NA	buikband <unsp.>	waist belt/band [ID_577]; metal waist band [ID_578]	ikat pinggang [ID_577]; ikat pinggang dari logam [ID_578]	421	425	-	FALSE										NA	NA	NA
the Salang-Sigule list	579	geuriang	NA	band of ring (arm)	arm ring, bracelet	gelang tangan	420	424	377	FALSE										BRACELET	1754	https://concepticon.clld.org/parameters/1754
the Salang-Sigule list	580	teula²	NA	band of ring (enkel)	anklet	gelang laki	420	424	377	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	582	ênêm goegoejoe	NA	oorring	earring	anting-anting	422	426	-	FALSE										EARRING	770	https://concepticon.clld.org/parameters/770
the Salang-Sigule list	583	soebang	NA	oorknop	earclip	subang	423	427	-	FALSE										EARRING	770	https://concepticon.clld.org/parameters/770
the Salang-Sigule list	586	slendang	NA	slendang	shawl	selendang	424	428	-	FALSE										SHAWL	2771	https://concepticon.clld.org/parameters/2771
the Salang-Sigule list	588	oeping	NA	schaamgordel (soorten)	loin cloth	cawat	425	429	382	FALSE										LOINCLOTH	1965	https://concepticon.clld.org/parameters/1965
the Salang-Sigule list	590	soetò	NA	zijde	silk	sutera	427	431	-	FALSE										SILK	1641	https://concepticon.clld.org/parameters/1641
the Salang-Sigule list	600	manarawang	NA	vlechten	to weave, to plait	menganyam	430	432	388	FALSE										BRAID (VERB) OR WEAVE (BASKET)	3294	https://concepticon.clld.org/parameters/3294
the Salang-Sigule list	601	mamoetan	NA	touwdraaien	to twine a rope	memintal tali	431	433	389	FALSE										SPIN	121	https://concepticon.clld.org/parameters/121
the Salang-Sigule list	602	tali	NA	touw	rope	tali	558	565	390	TRUE										ROPE	1218	https://concepticon.clld.org/parameters/1218
the Salang-Sigule list	603	mênang	NA	garen	thread, yarn	benang	559	566	-	FALSE										THREAD	1161	https://concepticon.clld.org/parameters/1161
the Salang-Sigule list	604	i-òn délah	NA	knopen (van netten, een knoop leggen)	to knot, to knit	merajut, menyirat	561	568	391	FALSE										KNOT	760	https://concepticon.clld.org/parameters/760
the Salang-Sigule list	605/606	né ganga	NA	tas of zak <unsp.>	bag (woven bag) [ID_605]; bag (made from rope) [ID_606]	tas (dari bahan tenun) [ID_605]; tas (dari tali) [ID_606]	432	434	392	FALSE										NA	NA	NA
the Salang-Sigule list	608	bêndang	NA	zwaard (houwer)	sabre	parang, kelewang	301	302	-	FALSE										SWORD	1535	https://concepticon.clld.org/parameters/1535
the Salang-Sigule list	609	amboeng	NA	schede	sheath	sarung pedang	-	303	394	FALSE										SHEATH	3424	https://concepticon.clld.org/parameters/3424
the Salang-Sigule list	611	tombaq	NA	piek, lans, werpspeer	pike, lance, javelin	tombak, lembing	304	307	396	TRUE	spear (war)									SPEAR	945	https://concepticon.clld.org/parameters/945
the Salang-Sigule list	612	oempít	NA	blaasroer	blow-pipe	sumpitan	305	308	397	FALSE										BLOWGUN	432	https://concepticon.clld.org/parameters/432
the Salang-Sigule list	617	parisai	NA	schild	shield	perisai	307	310	401	FALSE										SHIELD	1064	https://concepticon.clld.org/parameters/1064
the Salang-Sigule list	619	léló	NA	lila	kind of small cannon	sejenis kanon kecil	620	634	-	FALSE										CANNON	3202	https://concepticon.clld.org/parameters/3202
the Salang-Sigule list	620	sinapang-bêdin	NA	geweer	rifle	bedil (senapan)	621	635	402	FALSE										PISTOL	3881	https://concepticon.clld.org/parameters/3881
the Salang-Sigule list	621	oefat	NA	kruit	gun powder	obat bedil	622	636	403	FALSE										GUNPOWDER	1798	https://concepticon.clld.org/parameters/1798
the Salang-Sigule list	622	ònò bêndin	NA	kogel	bullet	peluru	623	637	404	FALSE										BULLET	1114	https://concepticon.clld.org/parameters/1114
the Salang-Sigule list	623	manèmba	NA	schieten	to shoot	menembak	624	638	405	TRUE	shoot									SHOOT	1172	https://concepticon.clld.org/parameters/1172
the Salang-Sigule list	624	omban	NA	slinger	sling	ali-ali	309	311	406	FALSE										SLING	387	https://concepticon.clld.org/parameters/387
the Salang-Sigule list	626	prang	NA	oorlog	war	perang	616	631	408	FALSE										WAR	935	https://concepticon.clld.org/parameters/935
the Salang-Sigule list	627	moesoeh	NA	vijand	enemy	musuh	617	632	409	FALSE										ENEMY	1358	https://concepticon.clld.org/parameters/1358
the Salang-Sigule list	628	mariam	NA	kanon	cannon	meriam	619	633	-	FALSE										CANNON	3202	https://concepticon.clld.org/parameters/3202
the Salang-Sigule list	630	damai	NA	vrede	peace	damai	626	640	-	FALSE										PEACE	1338	https://concepticon.clld.org/parameters/1338
the Salang-Sigule list	631	goeta	NA	versterking	fortification	benteng (pertahanan)	592	602	411	FALSE										FORTRESS	1938	https://concepticon.clld.org/parameters/1938
the Salang-Sigule list	635	mênang	NA	overwinning	victory	kemenangan	628	642	-	FALSE										VICTORY	783	https://concepticon.clld.org/parameters/783
the Salang-Sigule list	636	ata ni-òhí	NA	krijgsgevangene	prisoner of war	tawanan perang	629	643	414	FALSE										PRISONER	1072	https://concepticon.clld.org/parameters/1072
the Salang-Sigule list	637	ata ni-oení	NA	gezant	delegate	utusan	631	645	415	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	639	zakat	NA	huldeblijk (upeti, bakti)	tribute <as a mark of respect >	upeti, bakti	632	646	-	FALSE										GIFT	2982	https://concepticon.clld.org/parameters/2982
the Salang-Sigule list	640	bêlasting	NA	belasting	tax	pajak	633	647	-	FALSE										TAX	873	https://concepticon.clld.org/parameters/873
the Salang-Sigule list	642	badja	NA	ploeg	plough	bajak	433	435	-	FALSE										PLOUGH (INSTRUMENT)	2154	https://concepticon.clld.org/parameters/2154
the Salang-Sigule list	643	mata badja	NA	ploegijzer	coulter	mata bajak	434	436	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	644	sikè	NA	hark	rake	garu	435	437	-	FALSE										RAKE	338	https://concepticon.clld.org/parameters/338
the Salang-Sigule list	648	sangkoel	NA	handschoffel	trowel (a small trowel)	sekop (kecil)	437	439	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	649	andêp	NA	grasmes	knife for cutting grass	alat babat rumput	438	440	421	FALSE										SICKLE OR SCYTHE	2132	https://concepticon.clld.org/parameters/2132
the Salang-Sigule list	650	rèmbè	NA	sikkel	sickle	sabit	439	441	-	FALSE										SICKLE	341	https://concepticon.clld.org/parameters/341
the Salang-Sigule list	651	andêp	NA	rijstmesje, padimesje	knife for cutting rice plant	ani-ani	440	442	422	FALSE										SMALL KNIFE	3233	https://concepticon.clld.org/parameters/3233
the Salang-Sigule list	652	sangkoel	NA	patjoel, hak	hoe	pacul	441	443	423	FALSE										HOE	284	https://concepticon.clld.org/parameters/284
the Salang-Sigule list	653	ladang	NA	tuin	garden	kebun	442	444	-	FALSE										GARDEN	586	https://concepticon.clld.org/parameters/586
the Salang-Sigule list	654	omboejoe	NA	rijstveld (nat, sawah)	rice-field (wet, sawah)	sawah	443	445	424	FALSE										PADDY FIELD	140	https://concepticon.clld.org/parameters/140
the Salang-Sigule list	655	abì-ì	NA	rijstveld (droog)	rice-field (dry)	huma, ladang	443	445	424	FALSE										FIELD (UPLAND)	2794	https://concepticon.clld.org/parameters/2794
the Salang-Sigule list	656	ó-ó	NA	sawahdijkje	small dike in rice-field	pematang	444	446	425	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	656	nacha	NA	sawahdijkje	small dike in rice-field	pematang	444	446	425	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	657	pientjoeran	NA	waterleiding	irrigation	pengairan	445	447	426	FALSE										IRRIGATE	3078	https://concepticon.clld.org/parameters/3078
the Salang-Sigule list	659	aloe	NA	omheining	fence, hedge	pagar	446	448	427	FALSE										FENCE	1690	https://concepticon.clld.org/parameters/1690
the Salang-Sigule list	660	taneumeu	NA	gewas	vegetation	tumbuhan	447	449	-	FALSE										PLANT (VEGETATION)	653	https://concepticon.clld.org/parameters/653
the Salang-Sigule list	662/663	manameu	NA	zaaien <unsp.>	to sow (placing the seeds in holes in the ground) [ID_662]; to sow (scattering the seeds about) [ID_663]	menugal benih [ID_662]; menabur benih [ID_663]	448	450	429	FALSE										SOW SEEDS	748	https://concepticon.clld.org/parameters/748
the Salang-Sigule list	664	taneumeu	NA	zaad	seed	benih	449	451	-	TRUE										SEED	714	https://concepticon.clld.org/parameters/714
the Salang-Sigule list	668	auhó	NA	rijp	ripe	masak, matang	451	453	433	FALSE										RIPE	178	https://concepticon.clld.org/parameters/178
the Salang-Sigule list	669	ataba	NA	onrijp	unripe	belum masak, belum matang, mentah	452	454	434	FALSE										UNRIPE	1958	https://concepticon.clld.org/parameters/1958
the Salang-Sigule list	671	mamahi	NA	oogsten (van een veld)	to reap	menuai	453	455	-	FALSE										HARVEST CROPS	1827	https://concepticon.clld.org/parameters/1827
the Salang-Sigule list	672	nida-oe	NA	oogsten (van boomvruchten)	to gather	mengumpulkan (buah-buahan)	453	455	-	FALSE										HARVEST CROPS	1827	https://concepticon.clld.org/parameters/1827
the Salang-Sigule list	674	gi achoeng	NA	mais, djagong	maize, corn	jagung	457	459	437	FALSE										MAIZE	506	https://concepticon.clld.org/parameters/506
the Salang-Sigule list	677	alitap	NA	bonen	beans	kacang-kacangan	458	460	-	FALSE										BEAN	832	https://concepticon.clld.org/parameters/832
the Salang-Sigule list	679	timòn	NA	komkommer	cucumber	ketimun	459	461	440	FALSE										CUCUMBER	496	https://concepticon.clld.org/parameters/496
the Salang-Sigule list	681	bachoeng	NA	tabak	tobacco	tembakau	460	462	365	FALSE										TOBACCO	974	https://concepticon.clld.org/parameters/974
the Salang-Sigule list	682	teufoe	NA	suikerriet	sugarcane	tebu	461	463	442	FALSE										SUGAR CANE	146	https://concepticon.clld.org/parameters/146
the Salang-Sigule list	683	alitak	NA	aardnoot	peanut	kacang tanah	462	464	-	FALSE										GROUNDNUT (PEANUT)	595	https://concepticon.clld.org/parameters/595
the Salang-Sigule list	684	bawang	NA	ui	onion	bawang	-	465	443	FALSE										ONION	2366	https://concepticon.clld.org/parameters/2366
the Salang-Sigule list	686	kalèdè	NA	oebi (soorten)	species of tuber	ubi (macam-macam ubi)	464	467	445	FALSE										SWEET POTATO	159	https://concepticon.clld.org/parameters/159
the Salang-Sigule list	688	kalèdè	NA	cassave, katela	cassava	ketela	465	468	448	FALSE										CASSAVA	925	https://concepticon.clld.org/parameters/925
the Salang-Sigule list	690	apêli	NA	spaanse peper, tjabe	red pepper	cabe	466	469	449	FALSE										CHILI PEPPER	919	https://concepticon.clld.org/parameters/919
the Salang-Sigule list	691	bonioh	NA	kokos (boom)	coconut (tree)	kelapa (pohon)	467	470	450	FALSE										COCONUT TREE	147	https://concepticon.clld.org/parameters/147
the Salang-Sigule list	692	bonioh	NA	kokos (vrucht)	coconut (fruit)	kelapa (buah)	467	470	450	FALSE										COCONUT	970	https://concepticon.clld.org/parameters/970
the Salang-Sigule list	695	amboeloe	NA	arenpalm, arenboom	sugarpalm, aren tree	pohon aren	468	471	452	FALSE										SUGAR PALM	3029	https://concepticon.clld.org/parameters/3029
the Salang-Sigule list	701	sakar	NA	suiker	sugar	gula	472	476	-	FALSE										SUGAR	862	https://concepticon.clld.org/parameters/862
the Salang-Sigule list	702	doengkoeng	NA	nipah	nipa palm	pohon nipah	481	485	454	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	703	roembioh	NA	sago boem	sago tree	pohon sagu	482	486	359	FALSE										SAGO PALM	2372	https://concepticon.clld.org/parameters/2372
the Salang-Sigule list	704	batoep	NA	sago	sago	sagu	483	487	-	FALSE										SAGO	2270	https://concepticon.clld.org/parameters/2270
the Salang-Sigule list	705	bêcha	NA	katoen	cotton	kapas	479	483	-	FALSE										COTTON	1850	https://concepticon.clld.org/parameters/1850
the Salang-Sigule list	706	gapai	NA	kapok	kapok	kapuk	480	484	455	FALSE										KAPOK TREE	2499	https://concepticon.clld.org/parameters/2499
the Salang-Sigule list	707	pandan	NA	pandan	pandanus	pandan	473	477	456	FALSE										PANDANUS	469	https://concepticon.clld.org/parameters/469
the Salang-Sigule list	708	moemplam	NA	mangga	mango	mangga	474	478	457	FALSE										MANGO	2398	https://concepticon.clld.org/parameters/2398
the Salang-Sigule list	709	anaha	NA	nangka	Artocarpus integrifolia, Jack fruit	nangka	475	479	458	FALSE										JACKFRUIT	2655	https://concepticon.clld.org/parameters/2655
the Salang-Sigule list	710	ramboet	NA	ramboetan	Nephelium lappaceum	rambutan	476	480	459	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	711	toelian	NA	doerian	Durio zibethinus	durian	477	481	460	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	712	djamboe	NA	djamboe	Eugenia	jambu	478	482	461	FALSE										GUAVA	3981	https://concepticon.clld.org/parameters/3981
the Salang-Sigule list	713	lansat	NA	langsat	Lansium domesticum	langsat	-	496	462	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	716-718	gai	NA	pisang <unsp.>	banana [ID_716]; banana (wild) [ID_717]; banana (fruit) [ID_718]	pisang [ID_716]; pisang (liar) [ID_717]; pisang (buah) [ID_718]	489	492	464	FALSE										BANANA	868	https://concepticon.clld.org/parameters/868
the Salang-Sigule list	721	giri	NA	pompelmoes	grape fruit	Citrus paradisi	492	495	-	FALSE										GRAPE	920	https://concepticon.clld.org/parameters/920
the Salang-Sigule list	722	dima	NA	citroen	lemon	jeruk sitrun	493	497	-	FALSE										LEMON	3091	https://concepticon.clld.org/parameters/3091
the Salang-Sigule list	723	koppi	NA	koffie	coffee	kopi	494	498	-	FALSE										COFFEE	1299	https://concepticon.clld.org/parameters/1299
the Salang-Sigule list	726	gambir	NA	gambir	Uncaria gambir	gambir	498	503	364	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	728	afoe	NA	kalk (kalksteen)	lime	kapur	576	502	363	FALSE										LIME (MATERIAL)	2540	https://concepticon.clld.org/parameters/2540
the Salang-Sigule list	729	gòndin	NA	kurkuma (koenjit)	Curcuma domestica	kunyit	500	505	467	FALSE										TURMERIC	2842	https://concepticon.clld.org/parameters/2842
the Salang-Sigule list	731	oewìh/noewìh	NA	rotan	rattan, cane	rotan	501	506	469	FALSE										RATTAN	2497	https://concepticon.clld.org/parameters/2497
the Salang-Sigule list	732	lèfoe-eu	NA	bamboe	bamboo	bambu	502	507	470	FALSE										BAMBOO	1927	https://concepticon.clld.org/parameters/1927
the Salang-Sigule list	733	raboeng	NA	jonge bamboespruit	bamboo shoot, young sprout	rebung	-	508	471	FALSE										BAMBOO SHOOT	2494	https://concepticon.clld.org/parameters/2494
the Salang-Sigule list	734	taloe	NA	boom	tree	pohon	541	549	472	TRUE										TREE	906	https://concepticon.clld.org/parameters/906
the Salang-Sigule list	737	manèh	NA	klimmen	to climb	memanjat	-	543	-	FALSE										CLIMB	1102	https://concepticon.clld.org/parameters/1102
the Salang-Sigule list	739/740	daha	NA	tak <unsp.>	branch [ID_739]; twig [ID_740]	dahan, cabang [ID_739]; ranting [ID_740]	542	550	477	FALSE										BRANCH	1531	https://concepticon.clld.org/parameters/1531
the Salang-Sigule list	741	lali	NA	kernhout	the heart of the tree	hati kayu (pohon)	-	551	478	FALSE										WOOD	1803	https://concepticon.clld.org/parameters/1803
the Salang-Sigule list	742-744	oerè	NA	wortel <unsp.>	main root, taproot [ID_742]; side-root [ID_743]; fibrous root [ID_744]	ibu akar, akar tunggang [ID_742]; akar samping [ID_743]; akar serabut [ID_744]	543	552	479	TRUE	root									ROOT	670	https://concepticon.clld.org/parameters/670
the Salang-Sigule list	746	boeloe	NA	blad	leaf	daun	544	553	481	TRUE										LEAF	628	https://concepticon.clld.org/parameters/628
the Salang-Sigule list	748	bìbì	NA	schors	bark	kulit kayu	545	554	483	TRUE										BARK	1204	https://concepticon.clld.org/parameters/1204
the Salang-Sigule list	750	oeloet	NA	sap	sap	air (buah, pohon)	546	555	485	FALSE										SAP	345	https://concepticon.clld.org/parameters/345
the Salang-Sigule list	752	bòni	NA	pinang	Areca catechu LINN	pinang	496	500	361	FALSE										BETELNUT	217	https://concepticon.clld.org/parameters/217
the Salang-Sigule list	752	êlan	NA	pinang	Areca catechu LINN	pinang	496	500	361	FALSE										BETELNUT	217	https://concepticon.clld.org/parameters/217
the Salang-Sigule list	753	tafoe-ó	NA	sirih	betel	sirih	497	501	362	FALSE										BETEL PEPPER VINE	177	https://concepticon.clld.org/parameters/177
the Salang-Sigule list	754	oeloefatoe	NA	hars	resin	damar (umum)	548	556	-	FALSE										RESIN	664	https://concepticon.clld.org/parameters/664
the Salang-Sigule list	755	oeloefatoe	NA	damar	resin (from the damar tree)	damar (khusus dari pohon damar)	503	509	486	FALSE										RESIN	664	https://concepticon.clld.org/parameters/664
the Salang-Sigule list	758	bènè	NA	bloem	flower	bunga	550	558	488	TRUE										FLOWER	239	https://concepticon.clld.org/parameters/239
the Salang-Sigule list	759	boeah	NA	vrucht	fruit	buah	551	559	489	TRUE										FRUIT	1507	https://concepticon.clld.org/parameters/1507
the Salang-Sigule list	761	bìbì	NA	schil	rind, peel	kulit buah	552	560	491	FALSE										SKIN (OF FRUIT)	2373	https://concepticon.clld.org/parameters/2373
the Salang-Sigule list	763	auchoechoe	NA	pit	pip, stone	biji	553	561	493	FALSE										STONE (OF FRUIT)	1762	https://concepticon.clld.org/parameters/1762
the Salang-Sigule list	764	euhi	NA	vruchtvlees	the flesh of the fruit	daging buah	554	562	494	FALSE										FLESH	2259	https://concepticon.clld.org/parameters/2259
the Salang-Sigule list	765	afala	NA	tros	bunch	rangkai, tangkai, tandan	555	563	495	FALSE										BUNCH	1966	https://concepticon.clld.org/parameters/1966
the Salang-Sigule list	766	fanicha	NA	olie	oil	minyak	556	564	496	FALSE										OIL (HYDROPHOBIC LIQUID)	2556	https://concepticon.clld.org/parameters/2556
the Salang-Sigule list	770	balichi	NA	gras	grass	rumput	485	488	500	TRUE										GRASS	606	https://concepticon.clld.org/parameters/606
the Salang-Sigule list	772	ilalang	NA	alang-alang	Imperata cylindria (Kunai grass)	lalang	487	490	501	FALSE										REED	659	https://concepticon.clld.org/parameters/659
the Salang-Sigule list	773	têleng têleng	NA	glagah	Saccharum spontaneum	gelagah	488	491	502	FALSE										REED	659	https://concepticon.clld.org/parameters/659
the Salang-Sigule list	774	binatang	NA	dier, beest	animal, beast	binatang	345	347	503	TRUE	animal									ANIMAL	619	https://concepticon.clld.org/parameters/619
the Salang-Sigule list	775	nònò	NA	jong van dier (kalf, veulen, kuiken, etc.)	young of animal (calf, foal, chicken, etc.)	anak binatang	346	348	504	FALSE										ANIMAL	619	https://concepticon.clld.org/parameters/619
the Salang-Sigule list	778	laladai	NA	staart	tail	ekor	355	357	506	TRUE										TAIL	1220	https://concepticon.clld.org/parameters/1220
the Salang-Sigule list	779	gai	NA	poot	paw	kaki binatang	347	349	507	FALSE										PAW	2965	https://concepticon.clld.org/parameters/2965
the Salang-Sigule list	780	tênap	NA	hoef	hoof	kuku binatang	348	350	508	FALSE										HOOF	152	https://concepticon.clld.org/parameters/152
the Salang-Sigule list	781	tênap	NA	klauw	claw	cakar	349	351	509	TRUE										CLAW	72	https://concepticon.clld.org/parameters/72
the Salang-Sigule list	786	gafí	NA	vleugel	wing	sayap	351	353	514	TRUE										WING	1257	https://concepticon.clld.org/parameters/1257
the Salang-Sigule list	787	boe	NA	veren	feather	bulu burung	352	354	515	FALSE										FEATHER	1201	https://concepticon.clld.org/parameters/1201
the Salang-Sigule list	789	sangka	NA	nest	nest	sarang	353	355	517	FALSE										NEST	539	https://concepticon.clld.org/parameters/539
the Salang-Sigule list	790	adoeloe	NA	ei	egg	telur	354	356	518	TRUE										EGG	744	https://concepticon.clld.org/parameters/744
the Salang-Sigule list	794	eundeu	NA	tam varken	domesticated pig	babi	356	358	522	FALSE										PIG	1337	https://concepticon.clld.org/parameters/1337
the Salang-Sigule list	799	kambing	NA	geit	goat	kambing	-	360	526	FALSE										GOAT	1502	https://concepticon.clld.org/parameters/1502
the Salang-Sigule list	800-802	kêbau	NA	buffel <unsp.>	buffalo (female) [ID_800]; buffalo (male) [ID_801]; buffalo (calf) [ID_802]	kerbau betina [ID_800]; kerbau jantan [ID_801]; anak kerbau [ID_802]	362	364	527	FALSE										NA	NA	NA
the Salang-Sigule list	805	bè	NA	bleren	to bleat, to moo	menguak	-	361	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	807	goedò	NA	paard	horse	kuda	363	365	530	FALSE										HORSE	615	https://concepticon.clld.org/parameters/615
the Salang-Sigule list	809	roesòh	NA	hert	deer	rusa	365	367	532	FALSE										DEER	1936	https://concepticon.clld.org/parameters/1936
the Salang-Sigule list	811	nahoe/ahoe	NA	hond	dog	anjing	366	368	534	TRUE										DOG	2009	https://concepticon.clld.org/parameters/2009
the Salang-Sigule list	812	bau	NA	blaffen	to bark	menyalak	367	369	535	FALSE										BARKING	1206	https://concepticon.clld.org/parameters/1206
the Salang-Sigule list	813	ma-ò	NA	kat, poes	cat	kucing	368	370	536	FALSE										CAT	1208	https://concepticon.clld.org/parameters/1208
the Salang-Sigule list	814	wàlì ma-ò	NA	miauwen	to miaow	mengeong	369	371	537	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	824	boelêm aiteu	10	duif (soorten)	pigeon	burung merpati	376	378	545	FALSE			boelêm aiteu	dark grey						DOVE	1853	https://concepticon.clld.org/parameters/1853
the Salang-Sigule list	824	boelêm afoe-i	10	duif (soorten)	pigeon	burung merpati	376	378	545	FALSE			boelêm afoe-i	white						DOVE	1853	https://concepticon.clld.org/parameters/1853
the Salang-Sigule list	825	gògò	NA	kraai, raaf	crow	burung gagak	377	379	546	FALSE										CROW	913	https://concepticon.clld.org/parameters/913
the Salang-Sigule list	826	manoe	NA	hoen, kip	hen, chicken	ayam	378	380	547	FALSE										CHICKEN	1318	https://concepticon.clld.org/parameters/1318
the Salang-Sigule list	827	nònò manoe	NA	kuiken	chick	anak ayam	378	380	-	FALSE										CHICK	2512	https://concepticon.clld.org/parameters/2512
the Salang-Sigule list	828	manoe géloe	NA	hen	hen	ayam betina	378	380	547	FALSE										HEN	1514	https://concepticon.clld.org/parameters/1514
the Salang-Sigule list	830	manoe ingèn	NA	haan	cock, rooster	ayam jantan	378	380	547	FALSE										ROOSTER	1511	https://concepticon.clld.org/parameters/1511
the Salang-Sigule list	831	manoe bêsaboeng	NA	vechthaan	fighting cock	ayam sabungan	378	380	-	FALSE										ROOSTER	1511	https://concepticon.clld.org/parameters/1511
the Salang-Sigule list	836	lajang lajang	NA	zwaluw	swallow	burung layang-layang	381	383	-	FALSE										SWALLOW (BIRD)	3077	https://concepticon.clld.org/parameters/3077
the Salang-Sigule list	840	baloeng	NA	reiger	heron	burung bangau	382	384	555	FALSE										HERON	758	https://concepticon.clld.org/parameters/758
the Salang-Sigule list	843	mòjò	NA	kiekendief	kite (bird)	burung rajawali	383	385	-	FALSE										EAGLE	1905	https://concepticon.clld.org/parameters/1905
the Salang-Sigule list	844	manò'	NA	vogel (in het algemeen en andere soorten)	bird	burung	350	352	558	TRUE										BIRD	937	https://concepticon.clld.org/parameters/937
the Salang-Sigule list	845	toepai	NA	eekhoorn	squirrel	bajing, tupai	384	386	559	FALSE										SQUIRREL	1628	https://concepticon.clld.org/parameters/1628
the Salang-Sigule list	851	tioe	NA	muis	mouse	tikus	389	391	564	FALSE										MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Salang-Sigule list	852	tioe	NA	rat	rat	tikus	390	392	-	FALSE										RAT	1490	https://concepticon.clld.org/parameters/1490
the Salang-Sigule list	854	ba-í/ba-é	11	aap	monkey	monyet, kera	392	394	566	FALSE							a black kind of monkey			MONKEY	1350	https://concepticon.clld.org/parameters/1350
the Salang-Sigule list	861	délah	NA	net	net	jala	560	567	573	FALSE										NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Salang-Sigule list	870	goetoe	NA	vlo	flea	kutu anjing	395	397	582	FALSE										FLEA	232	https://concepticon.clld.org/parameters/232
the Salang-Sigule list	871	boenga	NA	spin	spider	laba-laba	396	398	583	FALSE										SPIDER	843	https://concepticon.clld.org/parameters/843
the Salang-Sigule list	872	ngaleu	NA	vlieg	fly	lalat	397	399	584	FALSE										FLY (INSECT)	1504	https://concepticon.clld.org/parameters/1504
the Salang-Sigule list	877	namò	12	muskiet	mosquito	nyamuk	389	400	589	FALSE			teuniné	sandfly						MOSQUITO	1509	https://concepticon.clld.org/parameters/1509
the Salang-Sigule list	878	alifambang	NA	kapel, vlinder	butterfly	kupu-kupu	399	401	590	FALSE										BUTTERFLY	1791	https://concepticon.clld.org/parameters/1791
the Salang-Sigule list	881	gêlêng	NA	sprinkhaan	grasshopper	belalang	401	403	593	FALSE										GRASSHOPPER	607	https://concepticon.clld.org/parameters/607
